onet_code,job_title,skills
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,"[""Active Learning"", ""Active Listening"", ""Affiliated Computer Services ACS FIREHOUSE"", ""BIO-key FireRMS"", ""BehavePlus"", ""Complex Problem Solving"", ""Computer aided dispatch software"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Critical Thinking"", ""ESRI ArcView"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""FARSITE"", ""Fire incident reporting systems"", ""FlamMap"", ""Geographic information system GIS software"", ""Geographic information system GIS systems"", ""IBM Lotus 1-2-3"", ""Incident command system ICS software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mapping software"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Plume modeling software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Resource Ordering and Statusing System ROSS"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Wildland Fire Assessment System WFAS"", ""Writing""]"
33-1091.00,First-Line Supervisors of Security Workers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Employee scheduling software"", ""Enterprise resource planning ERP software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle software"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP business and customer relations management software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Time and attendance software"", ""Troubleshooting"", ""Writing""]"
33-2011.00,Firefighters,"[""Active Learning"", ""Active Listening"", ""Affiliated Computer Services ACS FIREHOUSE"", ""Complex Problem Solving"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Fire incident reporting systems"", ""Geographic information system GIS software"", ""Incident command system ICS software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Plume modeling software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
33-2021.00,Fire Inspectors and Investigators,"[""Active Learning"", ""Active Listening"", ""Code database software"", ""Complex Problem Solving"", ""Consolidated Model of Fire and Smoke Transport CFAST"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Fire Dynamics Software FDS"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""National Fire Incident Reporting System NFIRS"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing"", ""Xerox Government systems FIREHOUSE Software""]"
33-2022.00,Forest Fire Inspectors and Prevention Specialists,"[""Active Learning"", ""Active Listening"", ""Amazon Web Services AWS CloudFormation"", ""Amazon Web Services AWS software"", ""Ansible software"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Docker"", ""Enterprise resource planning ERP software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Fire incident reporting systems"", ""Git"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Kubernetes"", ""Learning Strategies"", ""Linux"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mapping software"", ""Mathematics"", ""Microsoft Active Server Pages ASP"", ""Microsoft Azure software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft PowerShell"", ""Microsoft SQL Server"", ""Microsoft SharePoint"", ""Microsoft Windows"", ""Microsoft Windows Server"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Object oriented development environment software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Perforce software"", ""Persuasion"", ""Programming"", ""Puppet"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Relational database software"", ""Repairing"", ""Salesforce software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
33-3011.00,Bailiffs,"[""Active Learning"", ""Active Listening"", ""Adobe Acrobat"", ""Case management system software"", ""Complex Problem Solving"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Court docket management software"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""IBM Lotus Notes"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft SharePoint"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""State crime information databases"", ""Statistics software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3012.00,Correctional Officers and Jailers,"[""3M Electronic Monitoring"", ""Active Learning"", ""Active Listening"", ""Adobe Acrobat"", ""Complex Problem Solving"", ""Coordination"", ""Corrections housing software"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Guardian RFID"", ""Installation"", ""Instructing"", ""Jail management software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3021.00,Detectives and Criminal Investigators,"[""AccessData FTK"", ""Active Learning"", ""Active Listening"", ""Adobe Photoshop"", ""Case management software"", ""Complex Problem Solving"", ""Computer aided composite drawing software"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Crime mapping software"", ""Critical Thinking"", ""DataWorks Plus Digital CrimeScene"", ""DeChant Consulting Services iWitness"", ""DesignWare 3D EyeWitness"", ""Digital Image Management Solutions Crime Scene"", ""ESRI ArcView"", ""Email software"", ""Eos Systems PhotoModeler"", ""Equipment Maintenance"", ""Equipment Selection"", ""Geographic information system GIS software"", ""Graphics software"", ""Guidance Software EnCase Enterprise"", ""Installation"", ""Instructing"", ""Integrated Automated Fingerprint Identification System IAFIS"", ""Judgment and Decision Making"", ""Law enforcement information databases"", ""Learning Strategies"", ""Linux"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Publisher"", ""Microsoft Visio"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""National Integrated Ballistics Information Network NIBIN"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAS"", ""Science"", ""Service Orientation"", ""SmartDraw Legal"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Structured query language SQL"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The CAD Zone The Crime Zone"", ""Time Management"", ""Trancite Logic Systems ScenePD"", ""Troubleshooting"", ""Visual Statement Vista FX3 CSI"", ""Web browser software"", ""Writing""]"
33-3021.02,Police Identification and Records Officers,"[""Active Learning"", ""Active Listening"", ""Adobe Photoshop"", ""Complex Problem Solving"", ""Computer aided composite drawing software"", ""Coordination"", ""Critical Thinking"", ""DataWorks Plus Digital CrimeScene"", ""Database software"", ""DeChant Consulting Services iWitness"", ""DesignWare 3D EyeWitness"", ""Digital Image Management Solutions Crime Scene"", ""Eos Systems PhotoModeler"", ""Equipment Maintenance"", ""Equipment Selection"", ""Image enhancement software"", ""Installation"", ""Instructing"", ""Integrated Automated Fingerprint Identification System IAFIS"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Linux"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft PowerPoint"", ""Microsoft Visio"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""National Integrated Ballistics Information Network NIBIN"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""SmartDraw Legal"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The CAD Zone The Crime Zone"", ""Time Management"", ""Trancite Logic Systems ScenePD"", ""Troubleshooting"", ""Visual Statement Vista FX3 CSI"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3021.06,Intelligence Analysts,"[""Active Learning"", ""Active Listening"", ""Amazon Simple Storage Service S3"", ""Amazon Web Services AWS software"", ""Apache Hadoop"", ""Apache Hive"", ""Apache Kafka"", ""Apache Pig"", ""Apache Spark"", ""Arrival Departure Information System ADIS"", ""Automated Targeting System ATS"", ""Bing"", ""Biometric Storage System BSS"", ""C++"", ""Chatbot software"", ""Complex Problem Solving"", ""Computer Linked Application Information Management System CLAIMS"", ""Consular Consolidated Database CCD"", ""Coordination"", ""Critical Thinking"", ""Data mining software"", ""Data visualization software"", ""Django"", ""ESRI ArcGIS software"", ""ESRI ArcView"", ""Email software"", ""Encryption software"", ""Enforcement Case Tracking System ENFORCE"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Firewall software"", ""Flowcharting software"", ""Geographic information system GIS software"", ""Geographic information system GIS systems"", ""Google"", ""Google Cloud software"", ""Google Earth Pro"", ""Graphics creation software"", ""Hypertext markup language HTML"", ""IBM i2 Analyst's Notebook"", ""Installation"", ""Instructing"", ""JavaScript"", ""Judgment and Decision Making"", ""Learning Strategies"", ""LexisNexis"", ""Link analysis software"", ""LinkedIn"", ""Linux"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""McAfee"", ""Microsoft Access"", ""Microsoft Azure software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft PowerShell"", ""Microsoft SQL Server"", ""Microsoft SharePoint"", ""Microsoft Visio"", ""Microsoft Word"", ""Monitoring"", ""Myspace"", ""National Crime Information Center (NCIC) database"", ""Negotiation"", ""NortonLifeLock cybersecurity software"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle Business Intelligence Enterprise Edition"", ""Oracle Java"", ""Oracle PeopleSoft"", ""Palantir Intelligence"", ""Persuasion"", ""Photo enhancement software"", ""Programming"", ""Python"", ""Quality Control Analysis"", ""R"", ""Reading Comprehension"", ""Refugee, Asylum and Parole System RAPS"", ""Relational database management software"", ""Repairing"", ""SAP software"", ""SAS"", ""Science"", ""Service Orientation"", ""Snort"", ""Social Perceptiveness"", ""Speaking"", ""Splunk Enterprise"", ""Statistical analysis software"", ""Structured query language SQL"", ""Student and Exchange Visitor Information System SEVIS"", ""Systems Analysis"", ""Systems Evaluation"", ""Tableau"", ""Technology Design"", ""Telephone analysis software"", ""Telephone records software"", ""TensorFlow"", ""Teradata Database"", ""Text mining software"", ""Thomson Reuters CLEAR"", ""Time Management"", ""Timeline software"", ""Treasury Enforcement Communications System TECS"", ""Troubleshooting"", ""UNIX"", ""Veritas NetBackup"", ""Web browser software"", ""Wireshark"", ""Writing""]"
33-3031.00,Fish and Game Wardens,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Customer relationship management CRM software"", ""Database software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Global positioning system GPS software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mapping software"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Puppet"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Swift"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3041.00,Parking Enforcement Workers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Complus Data Innovations FastTrack"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Integrated Parking Solutions MApp"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Ticket issuing software"", ""Time Management"", ""Troubleshooting"", ""Vehicle information databases"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3051.00,Police and Sheriff's Patrol Officers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computer aided composite drawing software"", ""Computer aided dispatch software"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Crime mapping software"", ""Critical Thinking"", ""Database software"", ""DesignWare 3D EyeWitness"", ""ESRI ArcView"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""IBM Lotus 1-2-3"", ""Installation"", ""Instructing"", ""Integrated Automated Fingerprint Identification System IAFIS"", ""Judgment and Decision Making"", ""Law enforcement information databases"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Internet Explorer"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Visio"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""National Integrated Ballistics Information Network NIBIN"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""SmartDraw Legal"", ""SmugMug Flickr"", ""Social Perceptiveness"", ""Speaking"", ""Spillman Technologies Records Management"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The CAD Zone The Crime Zone"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-3051.04,Customs and Border Protection Officers,"[""Active Learning"", ""Active Listening"", ""Automated Manifest System AMS"", ""Complex Problem Solving"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Global positioning system GPS software"", ""IBM WebSphere MQ"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Law enforcement information databases"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Treasury Enforcement Communications System TECS"", ""Troubleshooting"", ""Writing""]"
33-3052.00,Transit and Railroad Police,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Crime mapping software"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Integrated Automated Fingerprint Identification System IAFIS"", ""Judgment and Decision Making"", ""Law enforcement information databases"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""MapInfo Professional"", ""MapInfo StreetPro"", ""Mathematics"", ""Microsoft Active Server Pages ASP"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""National Crime Information Center (NCIC) database"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""SmugMug Flickr"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
33-9011.00,Animal Control Workers,"[""ARK Software Ark Shelter Software"", ""Active Learning"", ""Active Listening"", ""Animal Shelter Manager"", ""CISCO Software ACS Animal Control System"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Esri ArcGIS"", ""Geographic information system GIS software"", ""Geographic information system GIS systems"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft SharePoint"", ""Microsoft Visio"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Multiple Options Animal Shelter Management System"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""RescueConnection Software ShelterConntection"", ""RoseRush Services Shelter Pro"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""TRAX Animal Control and Dog Warden Officer Software"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-9021.00,Private Detectives and Investigators,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computer imaging software"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""LexisNexis"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Microsoft operating system"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""FileMaker Pro"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Paint"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing"", ""iView Systems""]"
33-9032.00,Security Guards,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Corel WordPerfect Office Suite"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""FaceTime"", ""IBM Lotus 1-2-3"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""McAfee"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft SharePoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""NortonLifeLock cybersecurity software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Wireshark"", ""Writing""]"
33-9091.00,Crossing Guards and Flaggers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Payroll software"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Visual Computer Solutions Crossing Guard Scheduling"", ""Writing""]"
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""GroupMe"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Publisher"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
33-9093.00,Transportation Security Screeners,"[""Active Learning"", ""Active Listening"", ""Applicant tracking software"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Linux"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle Java"", ""Oracle Taleo"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Rapiscan Threat Image Projection"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Slack"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
